total_return,annualized_return,volatility,sharpe_ratio,sortino_ratio,max_drawdown,drawdown_details,calmar_ratio,win_rate,profit_factor,average_win,average_loss,win_loss_ratio,value_at_risk_95,expected_shortfall_95,skewness,kurtosis
-0.011698217983360126,-0.0022503442227532456,0.005128832403417296,-0.43876345447627835,-0.012117944936173698,-0.011698217983360126,"{'max_drawdown': np.float64(-0.011698217983360126), 'peak_date': None, 'trough_date': Timestamp('2025-03-21 00:00:00'), 'recovery_date': None, 'peak_value': np.float64(100000.0), 'trough_value': np.float64(98830.17820166399), 'recovery_value': None}",-0.19236641221374046,0.4691358024691358,0.9860492526977069,1.8658329008209553,-1.6722040833770633,1.1157925754210893,0.0,-0.00017724572702060797,-36.152465530609945,1305.0007639419398
