Date,Price1,Price2,Spread,Z-Score,Signal,Return,CumulativeReturn
2020-01-03,72.00912475585938,132.52293395996094,6.463863864799222,,0.0,0.0,0.0
2020-01-06,72.58290100097656,132.43365478515625,7.08179719752269,,0.0,0.0,0.0
2020-01-07,72.24154663085938,130.68380737304688,7.605909669400631,,0.0,0.0,0.0
2020-01-08,73.40365600585938,131.84442138671875,8.193984452448959,,0.0,0.0,0.0
2020-01-09,74.96279907226562,131.5140838623047,9.916511007077474,,0.0,0.0,0.0
2020-01-10,75.13225555419922,130.46063232421875,10.606999991361135,,0.0,0.0,0.0
2020-01-13,76.7374267578125,131.07666015625,11.907486535798057,,0.0,0.0,0.0
2020-01-14,75.70124053955078,130.95164489746094,10.933132315273184,,0.0,0.0,0.0
2020-01-15,75.37680053710938,129.96067810058594,11.098820136708468,,0.0,0.0,0.0
2020-01-16,76.32099914550781,132.01405334472656,11.027428370952464,,0.0,0.0,0.0
2020-01-17,77.16597747802734,132.85914611816406,11.454427530683333,,0.0,0.0,0.0
2020-01-21,76.64299774169922,131.1240234375,11.789631848871252,,0.0,0.0,0.0
2020-01-22,76.91658020019531,128.22915649414062,13.495002778823341,,0.0,0.0,0.0
2020-01-23,77.28699493408203,128.33702087402344,13.812068264327074,,0.0,0.0,0.0
2020-01-24,77.06426239013672,126.20632934570312,14.643166388998871,,0.0,0.0,0.0
2020-01-27,74.79817962646484,122.0257797241211,14.444765100726606,,0.0,0.0,0.0
2020-01-28,76.9141616821289,122.93382263183594,16.111633123762715,,0.0,0.0,0.0
2020-01-29,78.52416229248047,122.07073211669922,18.148514510873476,,0.0,0.0,0.0
2020-01-30,78.41036987304688,121.7021255493164,18.217033280177702,,0.0,0.0,0.0
2020-01-31,74.93373107910156,118.08802795410156,16.527911278123526,,0.0,0.0,0.0
2020-02-03,74.72795104980469,116.66754913330078,17.024693832656425,,0.0,0.0,0.0
2020-02-04,77.19500732421875,120.0299301147461,17.82873124642137,,0.0,0.0,0.0
2020-02-05,77.82447052001953,123.5631332397461,16.710687699885746,,0.0,0.0,0.0
2020-02-06,78.73477935791016,123.39232635498048,17.70547687253363,,0.0,0.0,0.0
2020-02-07,77.66456604003906,119.90406799316406,18.360540814595204,,0.0,0.0,0.0
2020-02-10,78.0334243774414,120.75812530517578,18.30698615781619,,0.0,0.0,0.0
2020-02-11,77.56262969970703,122.4393310546875,17.00467450282723,,0.0,0.0,0.0
2020-02-12,79.40457153320312,125.49605560302734,17.334773804572734,,0.0,0.0,0.0
2020-02-13,78.839111328125,125.61294555664062,16.711500341998807,,0.0,0.0,0.0
2020-02-14,78.85855865478516,124.05760192871094,17.50021379356003,,0.0,0.0,0.0
2020-02-18,77.41461181640625,122.78994750976562,16.683243261294145,,0.0,0.0,0.0
2020-02-19,78.5357894897461,123.04168701171876,17.679911682996917,,0.0,0.0,0.0
2020-02-20,77.73008728027344,123.10460662841795,16.843089707545033,,0.0,0.0,0.0
2020-02-21,75.97066497802734,123.35637664794922,14.95914305980181,,0.0,0.0,0.0
2020-02-24,72.36202239990234,118.82523345947266,13.591583994913677,,0.0,0.0,0.0
2020-02-25,69.91096496582031,115.97528839111328,12.550096870278935,,0.0,0.0,0.0
2020-02-26,71.02001190185547,115.30101776123048,13.992635097415452,,0.0,0.0,0.0
2020-02-27,66.37754821777344,110.82382202148438,11.564572755448772,,0.0,0.0,0.0
2020-02-28,66.33873748779297,111.69588470458984,11.094443653851393,,0.0,0.0,0.0
2020-03-02,72.51493072509766,114.7166519165039,15.776578700021496,,0.0,0.0,0.0
2020-03-03,70.21190643310547,111.82176208496094,14.905354199880342,,0.0,0.0,0.0
2020-03-04,73.4686508178711,114.5368423461914,16.81923181626997,,0.0,0.0,0.0
2020-03-05,71.08554077148438,109.65508270263672,16.85061864135242,,0.0,0.0,0.0
2020-03-06,70.14153289794922,109.151611328125,16.15562549762638,,0.0,0.0,0.0
2020-03-09,64.59386444091797,93.56238555908205,18.318319613991477,,0.0,0.0,0.0
2020-03-10,69.24603271484375,95.7380599975586,21.894408869571336,,0.0,0.0,0.0
2020-03-11,66.84107208251953,90.5236587524414,22.068468183373092,,0.0,0.0,0.0
2020-03-12,60.2402229309082,82.94481658935547,19.216081067636395,,0.0,0.0,0.0
2020-03-13,67.4574966430664,89.57968139648438,23.151779796768878,,0.0,0.0,0.0
2020-03-16,58.7792854309082,83.97869110107422,17.243793776514984,,0.0,0.0,0.0
2020-03-17,61.36382293701172,90.08312225341795,16.809106454765143,,0.0,0.0,0.0
2020-03-18,59.86164474487305,90.0112075805664,15.342496943858457,,0.0,0.0,0.0
2020-03-19,59.40297317504883,92.60941314697266,13.598764316224013,,0.0,0.0,0.0
2020-03-20,55.63174819946289,85.85767364501953,13.16692003422957,,0.0,0.0,0.0
2020-03-23,54.44989776611328,82.57621002197266,13.6080670915793,,0.0,0.0,0.0
2020-03-24,59.91259002685547,91.10802459716795,14.850961348345194,,0.0,0.0,0.0
2020-03-25,59.582550048828125,94.10181427001952,13.040206151476525,,0.0,0.0,0.0
2020-03-26,62.71796417236328,99.34317779541016,13.583264903522462,,0.0,0.0,0.0
2020-03-27,60.12129974365234,94.79408264160156,13.236562951228834,,0.0,0.0,0.0
2020-03-30,61.837039947509766,100.43099212646484,12.164312489891024,,0.0,0.0,0.0
2020-03-31,61.71085357666016,104.3238296508789,10.11274578282491,-1.3432983593656511,0.0,0.0,0.0
2020-04-01,58.46380233764648,100.10734558105467,8.951149039431797,-1.750695966749999,0.0,0.0,0.0
