Date,Price1,Price2,Spread,Z-Score,Signal,Return,CumulativeReturn
2022-10-19,75.0710220336914,132.74154663085938,-51.307587126737474,2.4634208556423287,-1.0,0.0,-0.28156743106586446
2022-10-20,74.77503204345703,133.01535034179688,-51.86425610595087,2.22719651683326,0.0,0.01084964252632544,-0.2737726945136595
2022-10-21,75.64324951171875,133.4456329345703,-51.40569572697915,2.173337229837921,-1.0,0.0,-0.2737726945136595
2022-10-24,75.14007568359375,136.24249267578125,-54.57166242653258,1.6296397926106634,0.0,0.06158785820871302,-0.229045910196071
2022-10-25,77.69539642333984,137.52352905273438,-53.23597186070231,1.7492790580297317,0.0,0.0,-0.229045910196071
2022-10-26,77.05408477783203,137.72889709472656,-54.07280727530667,1.5776471741794498,0.0,0.0,-0.229045910196071
2022-10-27,79.07665252685547,137.52352905273438,-51.85471575718668,1.820478740048414,0.0,0.0,-0.229045910196071
2022-10-28,79.04705047607422,147.66445922851562,-61.53914467820357,0.4596358824620667,0.0,0.0,-0.229045910196071
2022-10-31,79.07665252685547,148.21209716796875,-62.03092966010496,0.3706838911058809,0.0,0.0,-0.229045910196071
2022-11-01,79.22463989257812,148.91616821289062,-62.55326384528905,0.27682994690448537,0.0,0.0,-0.229045910196071
2022-11-02,79.15557098388672,146.70611572265625,-60.51821865423986,0.5349501067617817,0.0,0.0,-0.229045910196071
2022-11-03,79.58967590332031,144.89697265625,-58.361691551942386,0.8129865805236929,0.0,0.0,-0.229045910196071
2022-11-04,78.5241470336914,145.5424041748047,-60.04171331918741,0.5463362371281691,0.0,0.0,-0.229045910196071
2022-11-07,78.84972381591797,146.47142028808594,-60.6006204627856,0.4436435911745794,0.0,0.0,-0.229045910196071
2022-11-08,79.02730560302734,146.5887451171875,-60.53473956434431,0.43025376091621054,0.0,0.0,-0.229045910196071
2022-11-09,77.09356689453125,145.35658264160156,-61.29537924034787,0.29594798842858155,0.0,0.0,-0.229045910196071
2022-11-10,77.48818969726562,147.12660217285156,-62.585930463559095,0.08273988101875447,0.0,0.0,-0.229045910196071
2022-11-11,72.56502532958984,142.96072387695312,-63.54290701491129,-0.08158382318728506,0.0,0.0,-0.229045910196071
2022-11-14,72.7228775024414,142.246826171875,-62.70537766983654,0.01897303374168198,0.0,0.0,-0.229045910196071
2022-11-15,75.2288589477539,141.79701232910156,-59.77114411149947,0.4513683273985068,0.0,0.0,-0.229045910196071
2022-11-16,73.51216125488281,141.67967224121094,-61.3761263883402,0.166772793434294,0.0,0.0,-0.229045910196071
2022-11-17,73.98573303222656,144.50582885742188,-63.593240018026734,-0.22727837085621183,0.0,0.0,-0.229045910196071
2022-11-18,74.05479431152344,145.5424041748047,-64.51106604135538,-0.4194011357862668,0.0,0.0,-0.229045910196071
2022-11-21,74.13374328613281,146.5692138671875,-65.40970685750426,-0.6226244088801678,0.0,0.0,-0.229045910196071
2022-11-22,76.71865844726562,148.25123596191406,-64.42618642397542,-0.4823474631853941,0.0,0.0,-0.229045910196071
2022-11-23,77.11329650878906,146.8038787841797,-62.65356993954643,-0.2006954551935276,0.0,0.0,-0.229045910196071
2022-11-25,76.64958190917969,147.7133331298828,-63.98314438652142,-0.5276527022339368,0.0,0.0,-0.229045910196071
2022-11-28,77.45860290527344,146.5887451171875,-62.10344226209821,-0.18663597092709483,0.0,0.0,-0.229045910196071
2022-11-29,78.73131561279297,145.33702087402344,-59.63900644362701,0.3176406320684591,0.0,0.0,-0.229045910196071
2022-11-30,79.32404327392578,148.11428833007812,-61.69041852073886,-0.19114931586508677,0.0,0.0,-0.229045910196071
2022-12-01,77.694091796875,148.45655822753906,-63.64623326137573,-0.6888200154898482,0.0,0.0,-0.229045910196071
2022-12-02,77.75335693359375,149.04330444335938,-64.14558878689564,-0.865135349755144,0.0,0.0,-0.229045910196071
2022-12-05,76.71611785888672,147.29286193847656,-63.51629244147853,-0.752311399765437,0.0,0.0,-0.229045910196071
2022-12-06,77.76324462890625,146.0900115966797,-61.32397370193064,-0.21274443917508878,0.0,0.0,-0.229045910196071
2022-12-07,75.18495178222656,145.5032501220703,-63.34363135900938,-0.7776073570811979,0.0,0.0,-0.229045910196071
2022-12-08,75.3627700805664,140.63328552246094,-58.52928916607692,0.5166421166369991,0.0,0.0,-0.229045910196071
2022-12-09,74.54285430908203,138.44277954101562,-57.263700388917584,0.8344988158140749,0.0,0.0,-0.229045910196071
