total_return,annualized_return,volatility,sharpe_ratio,sortino_ratio,max_drawdown,drawdown_details,calmar_ratio,win_rate,profit_factor,average_win,average_loss,win_loss_ratio,value_at_risk_95,expected_shortfall_95,skewness,kurtosis
-0.15286225635345307,-0.02940556381761082,0.06701917289968966,-0.43876345447627846,-0.012117944936173698,-0.15286225635345307,"{'max_drawdown': np.float64(-0.15286225635345307), 'peak_date': None, 'trough_date': Timestamp('2025-03-21 00:00:00'), 'recovery_date': None, 'peak_value': np.float64(100000.0), 'trough_value': np.float64(84713.77436465469), 'recovery_value': None}",-0.19236641221374046,0.4808259587020649,1.023741764326605,2.029422123917271,-1.8359333296949496,1.105389880499893,0.0,-0.0023160947932341375,-36.15246553060996,1305.0007639419405
